polarity,word
-5,انتبهوا
-5,ماعدا
-5,تكدس
-5,هزيل
-5,جاف
-5,اتمني
-5,التكيف
-5,مايرحم
-5,حر
-5,ياريت
-5,صيانه
-5,دايخه
-5,حرارة
-5,حراره
-5,سوء
-5,ماامداني
-5,حياه
-5,خلق
-5,حيل
-5,الشعيب
-5,سلق
-5,اقل
-5,هلكانه
-5,مالها
-5,ادب
-5,ماتقدرون
-5,تشجير
-5,انصدمت
-5,نجمه
-5,لايرقي
-5,توجع
-5,واحده
-5,الأخطاء
-5,مااستغلت
-5,مشكلته
-5,مشكله
-5,مشاكل
-5,مافي
-5,الانتهاء
-5,مايستاهل
-5,جريئ
-5,جريئين
-5,تقفل
-5,موعارف
-5,موعارفه
-5,مظلات
-5,ورفضوا
-5,قليله
-5,قليل
-5,يسوي
-5,استغرب
-5,استغربت
-5,غريبه
-5,ماودك
-5,منفسة
-5,شديد
-5,عزابي
-5,غريب
-5,مكررة
-5,خطر
-5,جاهل
-5,متعب
-5,مهو
-5,اسعارهم
-5,أسعاره
-5,لكن
-5,مافية
-5,هيصه
-5,إعادة
-5,توهقت
-5,اسوء
-5,تكرار
-5,طفران
-5,طفرانه
-5,نكديه
-5,نكد
-5,اوفر
-5,بدون
-5,بعيد
-5,مقفل
-5,العيب
-5,اقل
-5,المراهقين
-5,انتبه
-5,مغلق
-5,ممنوع
-5,خسارة
-5,غلط
-5,يهمل
-5,مسكر
-5,فلوس
-5,مختزل
-5,ياخذون
-5,بفوقيه
-5,تعبوا
-5,ماعرفوا
-5,ضياع
-5,سحبو
-5,تقليد
-5,ذبحونا
-5,تفقدك
-5,ماتبيها
-5,ميت
-5,يرقم
-5,رقص
-5,أغاني
-5,لا حياء
-5,الفاضي
-5,لاتقدر
-5,الاختلاط
-5,التبرج
-5,المال
-5,للوقت
-5,خربوا
-5,ماشفت
-5,مكرر
-5,لاتراعي
-5,تضرب
-5,ولا فيه
-5,لدحديره
-5,استهتار
-5,حياء
-5,ماعاد
-5,حياء
-5,زعلوني
-5,العزف
-5,مشابهه
-5,مايصلح
-5,الوحيده
-5,مايرتاح
-5,ضيقه
-5,النجمتين
-5,يعيق
-5,اضطريت
-5,الحسنه
-5,خيبه
-5,نتمنى
-5,تحت
-5,مكافحه
-5,ليسوا
-5,خاب
-5,مو
-5,غلط
-5,ماقدرت
-5,موب
-5,افا
-5,عقدتك
-5,بلا
-5,خذلت
-5,خسر
-5,لا يعمل
-5,اشتكيت
-5,العفن
-5,بصعوبه
-5,جافه
-5,استسيغ
-5,معاد
-5,مفروض
-5,استغلال
-5,بعيدة
-5,نقصت
-5,ارجو
-5,مزيد
-5,معد
-5,ماحبيت
-5,ينقصها
-5,محترقه
-5,باهت
-5,باهته
-5,كذاب
-5,كذابين
-5,كذب
-5,فاضي
-5,صياعه
-5,استعراض
-5,محدوده
-5,صغير
-5,كبدي
-5,خامله
-5,اذيه
-5,سلامات
-5,اختربت
-5,أتمنى
-5,للتهيئه
-5,ابرك
-5,معبد
-5,مستنقع
-5,خطره
-5,الاقتراب
-5,افسد
-5,اقتراح
-5,مزحوم
-5,مستغرب
-5,معليش
-5,نامس
-5,ترقيم
-5,مايناسب
-5,تخب
-5,زبايل
-5,تطفش
-5,ماترتاح
-5,ناشف
-5,اعتذار
-5,تبرج
-5,ماش
-5,ماتقدم
-5,مايصير
-5,نقترح
-5,واقترح
-5,نرجو
-5,للحر
-5,للأسف
-5,ماتت
-5,العطش
-5,بس
-5,أجانب
-5,غبار
-5,حار
-5,متهالك
-5,تهالكت
-5,غربان
-5,صارمه
-5,منتبهين
-5,وتمنيت
-5,الامراض
-5,البكتيرياء
-5,دايم
-5,يطردونا
-5,تقليص
-5,مصديه
-5,بالصراصير
-5,المادي
-5,النظر
-5,بيض
-5,نسيت
-5,يخز
-5,تجبرني
-5,لا تحوي
-5,ما ادخل
-5,موسيقه
-5,تفاجئت
-5,مالحقنا
-5,كفائتهم
-5,منكرات
-5,لابد
-5,بطيئه
-5,ينظفون
-5,غرقانين
-5,الحر
-5,لا يعقل
-5,دخان
-5,ليس
-5,مغلق
-5,لا تؤهله
-5,غيرت
-5,مغلقه
-5,مجهول
-5,جنبها
-5,تستثمر
-5,نطمح
-5,ذيك
-5,مغلقه
-5,جراد
-5,ذباب
-5,مؤذيه
-5,الحلاوه
-5,وجود
-5,فئران
-5,بالحشرات
-5,وعر
-5,الرجاء 
-5,مواقف
-5,مسكره
-5,مسكرة
-5,أدب
-5,غريبة
-5,وحده
-5,ظني
-5,لاتطاق
-5,كسولة
-5,شدة
-5,ماهي
-5,ومااحس
-5,درجه
-5,معتنى
-5,معنا
-5,للغاية
-5,حاد
-5,وياليت
-5,للغايه
-5,بزيارتو
-5,للشحاثة
-5,حطة
-5,تعجب
-5,سبق
-5,لاتنظف
-5,مخيفه
-5,مايشيل
-5,مقارنة
-5,مندثرة
-5,لاتستحو
-5,تتسكر
-5,ضحكه
-5,وخوف
-5,مطحلبه
-5,اشواك
-5,الشوك
-5,لايظهر
-5,صحراوي
-5,تمرض
-5,غلطه
-5,الكآبه
-2,عيبها
-2,يعيبها
-2,عيب
-2,تحتاج
-2,غير
-2,ماينفع
-2,ماتنفع
-2,لايوجد
-2,ياليت
-2,مستهترين
-2,مستهتره
-2,مستهتر
-2,يفترض
-2,اسوا
-2,مالها
-2,تبتلش
-2,تبلش
-2,تتوهق
-2,مغلق
-2,انتحال
-2,تضيع
-2,منفسه
-2,حاجة
-2,حاجه
-2,مليان
-2,تقهر
-2,يقهر
-2,مالحقت
-2,ماكفانا
-2,ماكفتنا
-2,همج
-2,همجي
-2,همجيين
-2,اسلوب
-2,تفتقر
-2,تفتقد
-2,عيبه
-2,سيئ
-2,ميت
-2,لاتعليق
-2,هريانه
-2,بائس
-2,طعوس
-2,طعس
-2,الغالي
-2,اغلي
-2,افسدت
-2,شح
-2,دايخ
-2,اسف
-2,اسفه
-2,نجمتين
-2,لغلاء
-2,فوضى
-2,يتسحي
-2,تستحي
-2,مايستحق
-2,مزعج
-2,مزعجه
-2,مزعجين
-2,ضيق
-2,صغر
-2,صغير
-2,مااشوفه
-2,مايسوي
-2,ولاشي
-2,نفتك
-2,هبل
-2,اهبل
-2,مخجل
-2,نجمه
-2,زحمة
-2,يخربون
-2,مقلب
-2,مليت
-2,مملة
-2,الازم
-2,خروف
-2,متخلف
-2,متخلفة
-2,رخم
-2,رخامة
-2,غالي
-2,غالية
-2,زهقت
-2,زهق
-2,حاقد
-2,حاقدة
-2,التكرار
-2,مايهتم
-2,ازعاج
-2,اسخف
-2,تدخين
-2,مدخنين
-2,رخمة
-2,سطحي
-2,سطحية
-2,نفسة
-2,نفسه
-2,صجة
-2,ضجة
-2,قرف
-2,بالغلط
-2,غلطانين
-2,تجنب
-2,حشرات
-2,ضيقة
-2,كئيب
-2,كابه
-2,عتبي
-2,يمنع
-2,يكرهون
-2,يكره
-2,يكرهك
-2,ابوكلب
-2,ناقصه
-2,غثيث
-2,ماكان
-2,ضاع
-2,حوسه
-2,افسد
-2,الازعاج
-2,فوضويه
-2,الوساخة
-2,تقفلونه
-2,اطب
-2,الخطأ
-2,همهم
-2,لايمت
-2,يعاب
-2,دشره
-2,أموال
-2,مهمله
-2,واسطه
-2,توسط
-2,ضوضاء
-2,ممله
-2,يؤذي
-2,يجبرونك
-2,سرقات
-2,داعي
-2,ماله
-2,ننصدم
-2,نصب
-2,مستحيل
-2,غلطت
-2,ننتظر
-2,ضيعت
-2,جرف
-2,القهر
-2,يقهرون
-2,مهمل
-2,فضيع
-2,فوضوية
-2,الابتذال
-2,المبالغات
-2,قلت
-2,تتقلص
-2,زحام
-2,عشوائية
-2,ماجازلي
-2,بالعقول
-2,فساد
-2,سذاجه
-2,مزدحمة
-2,بطيئ
-2,ماحبينا
-2,بذاك
-2,اتوقعته
-2,ساذج
-2,ساذجه
-2,فشل
-2,لايليق
-2,عيبهم
-2,الغبية
-2,المخالفين
-2,السائبة
-2,معيبا
-2,مرعب
-2,مرعبة
-2,قذر
-2,جنون
-2,احباط
-2,تفشلتوا
-2,سوداء
-2,حسره
-2,نكبه
-2,نكره
-2,كريه
-2,اوجاع
-2,كريهه
-2,مرض
-2,تأخير
-2,تدهور
-2,قاسي
-2,قاسيه
-2,مايشجع
-2,بثاره
-2,مليق
-2,مبزره
-2,الضغط
-2,مضروب
-2,ضئيل
-2,نجمه
-2,الموسيقى
-2,مزعجة
-2,نتعب
-2,ليست
-2,مهدمة
-2,كسول
-2,كسوله
-2,مهجورة
-2,ناقصها
-2,زعلنا
-2,خربوه
-2,الاهمال
-2,ياكريه
-2,للسقوط
-2,مارحمت
-2,يبغالها
-2,وع
-2,سخيفه
-2,صعوبتها
-2,رايحه
-2,قلق
-2,تغضب
-2,بس لو
-2,هدم
-2,مكلف
-2,كثيره
-2,يحسفك
-2,مجاري
-2,تعب
-2,يحتاج
-2,جشع
-2,يستغل
-2,استهبال
-2,انعدام
-2,تطعيس
-2,ماتساعد
-2,يقلدون
-2,تقليد
-2,اعيب
-2,افتقار
-2,افتقد
-2,تغضب
-2,الطمع
-2,طمع
-2,نوسخ
-2,يتزاحم
-2,غلاء 
-2,ماتكون
-2,مهجور
-2,ولا تشجع
-2,معطله
-2,قفلت
-2,يقفلونها
-2,قاذورات
-2,اجبار
-2,السلبيه
-2,مرتفعة
-2,المرض
-2,مريضه
-2,العام
-2,فشله
-2,فشلة
-2,خرابة
-2,غبي
-2,مكلفه
-2,اعاده
-2,مشكلتي
-2,رفض
-2,انتقادي
-2,انتقد
-2,يفتقر
-2,شوي
-2,لاعاده
-2,الاودام
-2,خاطئه
-2,تعقيد
-2,ابشع
-2,يرحمونا
-2,عالفاضي
-2,انتظار
-2,الخيبه
-2,خيبه
-2,لقدمه
-2,الجن
-2,موحش
-2,مش
-2,متاهه
-2,يعيب
-2,موناوي
-2,ماتستفيد
-2,لتدقيق
-2,حزنت
-2,المسجونة
-2,يرمو
-2,مستاهل
-2,إيهام
-2,ومغلوب
-2,لسوئها
-2,مشوهه
-2,زبالته
-2,مايهتمون
-2,التهديدات
-2,يبيله
-2,مشكلتي
-2,هلكنا
-2,مشكلتها
-2,شباب
-2,مأساه
-2,مليئه
-2,مزرية
-2,متهالكه
-2,مهمله
-2,لاترتقي
-2,تعورت
-2,النقد
-2,اصابات
-2,تعتقو
-2,يقفلوا
-2,مفيش
-2,لعدم
-2,عيبة
-2,حساسية
-2,ضحلة
-2,مستهتمرة
-2,ياساتر
-2,تحتاج
-2,للصيانه
-2,سخيفة
-2,حسافة
-2,شديده
-2,يلهث
-2,لنفسك
-2,ننعزف
-2,تعبت
-2,نصيحه
-2,نصيحة
-2,موجودة
-2,وتغريم
-2,ملاحظة
-2,ملاحظه
-2,ومنع
-2,يهتمو
-2,الحراره
-2,الحرارة
-2,يفطر
-2,ذبحتنا
-2,يشوي
-2,باتا
-2,عفا
-2,طفيفة
-2,يهتمو
-2,دبل
-2,لاتكتفي
-2,ماحصلت
-2,لاتعليق
-2,مااحب
-2,فشلونا
-2,بالوسخ
-2,الخايسه
-2,مخنوق
-2,الدشير
-2,مكسرة
-2,المهملة
-2,ساقطة
-2,مقزز
-2,مكتمه
-2,ماتنشاف
-2,قلق
-2,عفنة
-2,تقرف
-2,عيبين
-2,كنسلنا
-2,مكتظه
-2,صاخبة
-2,متدني
-2,اغاني
-2,منتهية
-2,هزلية
-2,لاتلبي
-2,معدوم
-2,مخبوله
-2,خيبته
-2,يابس
-3,سلبيات
-3,سلبي
-3,سلبيه
-3,زحمه
-3,ازدحام
-3,لاانصح
-3,مزدحم
-3,ناقص
-3,تنقصها
-3,ينقصه
-3,ناقصها
-3,خايس
-3,معفنه
-3,معفن
-3,للاسف
-3,لاتستحق
-3,اكثر
-3,بطيئين
-3,قله
-3,يعاقب
-3,عشوائي
-3,مو
-3,المسيء
-3,محزن
-3,مافيه
-3,مافيها
-3,ماهي
-3,مي
-3,مو
-3,لتكثيف
-3,شين
-3,شينه
-3,سخيف
-3,ممل
-3,غبيه
-3,تجلط
-3,بس
-3,فاشل
-3,فاشله
-3,تجربه
-3,وسخ
-3,وسخه
-3,يلزم
-3,تافهه
-3,احزني
-3,غاليه
-3,غالي
-3,ملحجه
-3,مطعسه
-3,مرتفعه
-3,مبالغ
-3,ارتفاع
-3,زحمته
-3,تزاحم
-3,لن
-3,تفشل
-3,يفشل
-3,معازل
-3,صعب
-3,صعوبه
-3,صعبه
-3,تصلخ
-3,خيب
-3,مب
-3,يجبرك
-3,وقح
-3,توقعت
-3,سيء
-3,يخرب
-3,تخرب
-3,تكره
-3,تكرهك
-3,خايس
-3,زباله
-3,اهمال
-3,المرض
-3,التعب
-3,مشكلتة
-3,مقرف
-3,مقرفه
-3,مقزز
-3,مقززه
-3,مريض
-3,مسكين
-3,مؤلم
-3,ممل
-3,مريضة
-3,ندمان
-3,ندمانة
-3,ندمت
-3,حقير
-3,حقيرة
-3,اهبل
-3,هبالة
-3,بهللة
-3,عبيط
-3,عبيطة
-3,سعره
-3,سلبية
-3,يعيبة
-3,نصب
-3,نصابين
-3,احتيال
-3,اخس
-3,ارحمونا
-3,استفزني
-3,استفزاز
-3,مستفز
-3,استظراف
-3,عاهه
-3,حثاله
-3,سيئة
-3,مهايطي
-3,مهايطية
-3,اذلف
-3,اذلفي
-3,الزائد
-3,شايف
-3,صداع
-3,ضياع
-3,بملل
-3,خربانه
-3,خربان
-3,مريره
-3,ياخسارة
-3,ثقاله
-3,انخميت
-3,ولا
-3,الأسف
-3,اخلاقهم
-3,للأسف
-3,أتمنى
-3,لايوجد
-3,قبيحة
-3,يحتاج
-3,سيئ
-3,مخيس
-3,مروح
-3,ملاحيس
-3,زبال
-3,حرامية
-3,حاشريننا
-3,مخدرات
-3,مشلول
-3,عدم
-3,زبايل
-3,يفتقد
-3,روائح
-3,ولاعاد
-3,يسرقونك
-3,معدوم
-3,خربوه
-3,هدر
-3,الزود
-3,عنصريه
-3,ذاك
-3,حسبي
-3,لهدر
-3,بلاوي
-3,خانقة
-3,البعد
-3,فلكيه
-3,مسخره
-3,مضيعه
-3,متسخ
-3,سيئ
-3,مغزلنجيه
-3,مغزلجيه
-3,اقرف
-3,الدجه
-3,المهدرة
-3,قهر
-3,الزفت
-3,زفت
-3,هماجة
-3,همج
-3,صفر
-3,مغازل
-3,غجر
-3,الخرطي
-3,سوء
-3,اسوا
-3,استخفاف
-3,فاشله
-3,للأسف
-3,سئ
-3,القذاره
-3,ولا حاجة
-3,حسافه
-3,ظالمه
-3,ظالم
-3,دجه
-3,حزن
-3,قتلنا
-3,اطقطق
-3,يغثون
-3,تبطون
-3,غثا
-3,تبطي
-3,ندامه
-3,مستحيله
-3,كارثة
-3,مخيب
-3,بايخ
-3,بايخه
-3,قل
-3,تعبان
-3,تكرم
-3,تعيس
-3,كان
-3,خسران
-3,يرفع
-3,يجيب
-3,هياط
-3,متشره
-3,تشره
-3,يشرهون
-3,مازال
-3,فضيع
-3,تخسي
-3,يخسي
-3,يخسون
-3,ريحته
-3,دون
-3,باغلاقه
-3,عيب
-3,التدهور
-3,حرام
-3,تنقص
-3,متعجرفه
-3,ليست
-3,عارمة
-3,عارمه
-3,ضعيف
-3,ليسوا
-3,بهرجه
-3,يعيبه
-3,مرتفع
-3,يعتبر
-3,خساره
-3,الكبد
-3,تعبانة
-3,تعبانه
-3,بلافايده
-3,الاوساخ
-3,وصخ
-3,صرف
-3,قذاره
-3,بيارات
-3,يلوع
-3,لاعت
-3,تلوع
-3,عيوب
-3,اوسخ
-3,قمامه
-3,كييب
-3,افشل
-3,مايعيب
-3,مبالغه
-3,استهتار
-3,صدمه
-3,اضعف
-3,اقتحام
-3,تافه
-3,خرابيط
-3,دشير
-3,رخيم
-3,مايحمس
-3,ماينبلع
-3,مغشوش
-3,هيلق
-3,ارهاق
-3,اهمالها
-3,بحاجه
-3,ازعجني
-3,خابت
-3,الظنون
-3,ابعد
-3,وسخانه
-3,ارحموها
-3,القمامه
-3,متسخه
-3,بالسالب
-3,اتقوا
-3,البهرجه
-3,حزين
-3,استغلالين
-3,ماديين
-3,نفسيه
-3,منفسين
-3,نفسيات
-3,مفروض
-3,الاستغلال
-3,ماراح
-3,وليس
-3,تكره
-3,التعقيد
-3,اصابتني
-3,لكن
-3,مضيعه
-3,عاهه
-3,عاهات
-3,ماتدري
-3,الهم
-3,طويل
-3,لردائته
-3,ابشع
-3,فاشله
-3,فقيره
-3,اخيس
-3,اسوا
-3,سيئه
-3,تتهالك
-3,يبيلها
-3,ينقصها
-3,ايت
-3,لاتروح
-3,مايعطون
-3,وسخ
-3,موت
-3,نار
-3,تأهيل
-3,مسكرين
-3,مخيسه
-3,تضرر
-3,هالصلخ
-3,مخيسة
-3,قليلة
-3,البعوض
-3,وسخة
-3,فاشلة
-3,يندمك
-3,الزحمة
-3,معفنة
-3,عيوبها
-3,تحتاج
-3,ورفض
-3,يراعون
-3,لتقليل
-3,مؤسف
-3,ويضيع
-3,فوظه
-3,عشوائيه
-3,كريهة
-3,ولا تحسين
-3,المخلفات
-3,شمس
-3,الشمس
-3,ولا تعريف
-3,امنعونا
-3,ماتعجبني
-3,الهمج
-3,خياس
-3,المحتكرين
-3,كرهت
-3,ووصخه
-3,عيوب
-3,زحمتها
-3,وساخته
-3,صفر
-3,القاذورات
-3,متسخة
-3,ولا عدمه
-3,المرتزقة
-3,عطلانه
-3,شكاوي
-2,الغلاء
-3,معزوله
-2,الغلاء
-2,الضجه
-2,خرافات
-2,اخاف
-2,منفره
-3,تحسفت
-3,مهجور
-2,متعب
-2,ولاتستحق
-5,تكشر
-3,ماتستاهل
-3,نفايات
-3,يندمك
-3,ستندم
-2,متوهه
-2,تهان
-2,خرابيط
-3,جافيين
-3,استغلالي
-3,اوسخ
-3,مضيعه
-2,كتمه
-3,استنزاف
-2,المغبر
-2,رفض
-2,مهمل
-3,بلطجي
-3,ابشع
-5,مقاطعه
-3,مقرف
-2,النهب
-2,نصب
-2,مادي
-2,تغصبني
-3,فقير
-3,رفضوا
-2,مادي
-5,فرض
-2,مكتوم
-2,مشينه
-3,حرامي
-2,بيضيع
-5,فاضح
-5,للطمع
-2,مسرف
-5,قفل
-2,يابس
-2,صعب
-3,الخيبه
-5,فاحش
-2,زائد
-3,مخيسة
-3,مخالفة
-3,اسوأ
-3,الله يستر
-3,الإبتلائات
-3,الغاء
-3,اسوء
-3,مزعجة
-3,خربها
-3,التفاهة
-3,عنده عقل
-3,الشرهه
-3,زعلانه
-3,مشغلين
-3,كف
-3,يبثر
-3,افشل
-3,نصب
-3,احتيال
-3,مقاطعة
-3,مستفز
-3,سيء
-3,سيئة
-3,غش
-3,تقليد
-3,غبي
-3,فاشل
-3,#مقاطعة_نون
-3,نون_النصب_والاحتيال#
-3,مكسور
-3,تأخير
-3,شكوى
-3,ردوا
-3,للحين
-3,بلاغ
-3,مشكله
-3,مشكلة
-3,شكوى
-3,أسوأ
-3,سيء
-3,سيء جداً
-3,ضروري
-3,تواصلوا
-3,ناسف
-3,لسماع
-3,لذلك
-3,نأسف
-3,صفقوها
-3,خساسة
-3,مستفز
-3,تصريف
-3,مكسور
-3,فاشلين
-3,مستهتر
-3,ارجاع
-3,المبلغ
-3,افا
-3,حذفكم
-3,انشب
-3,شو
-3,الحل
-3,مليت
-3,غبي
-3,اهمال
-3,رفض
-3,سيء
-3,خربان
-3,فاضي
-3,مايشتغل
-3,تأخير
-3,الغاء
-3,ارجاع
-3,استبدال
-3,غيرمتوفره
-3,غيرمتوفرة
-3,رفض
-3,المسأله
-3,المسألة
-3,التأخير
-3,يؤسفنا
-3,التحقق
-3,ارجاع
-3,ضد
-3,تفقد
-3,شكوى
-3,لا يمكن